name,code,phase,section,subsection,unit,price
Монтаж фанкойла кассетного,7–95,Этап №7,Кондиционирование: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,3255.00
"Установка блока кондиционера внутренего, кассетного или канального мощностью до 10 кВт",7–96,Этап №7,Кондиционирование: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,3100.00
"Установка блока кондиционера внутренего, кассетного или канального мощностью до 5 кВт",7–97,Этап №7,Кондиционирование: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1240.00
Установка кондиционеров доводчиков эжекционных,7–98,Этап №7,Кондиционирование: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",10 доводчиков,11780.00
Монтаж карнизов,7–99,Этап №7,Монтаж,Окна,шт,750.00
Установка жалюзи на пластиковые окна,7–100,Этап №7,Монтаж,Окна,шт,1130.00
Установка потолочного карниза,7–101,Этап №7,Монтаж,Окна,шт,750.00
Установка рулонных штор,7–102,Этап №7,Монтаж,Окна,шт,1130.00
Замена ламп на светодиодные,7–103,Этап №7,Оборудование,Освещение,шт,1350.00
Замена лампы,7–104,Этап №7,Оборудование,Освещение,шт,1350.00
Замена люминесцентных ламп,7–105,Этап №7,Оборудование,Освещение,шт,1350.00
Замена люстры,7–106,Этап №7,Оборудование,Освещение,шт,1350.00
Замена плафонов,7–107,Этап №7,Оборудование,Освещение,шт,1130.00
Замена светильника,7–108,Этап №7,Оборудование,Освещение,шт,1350.00
Монтаж светильников,7–109,Этап №7,Оборудование,Освещение,шт,750.00
Монтаж светодиодной ленты,7–110,Этап №7,Оборудование,Освещение,м.п.,270.00
Монтаж светодиодных светильников,7–111,Этап №7,Оборудование,Освещение,шт,500
Монтаж трековых светильников,7–112,Этап №7,Оборудование,Освещение,м.п.,830.00
Проект освещения квартиры,7–113,Этап №7,Оборудование,Освещение,шт,340.00
Установка бра,7–114,Этап №7,Оборудование,Освещение,шт,1130.00
Установка диммера,7–115,Этап №7,Оборудование,Освещение,шт,380.00
Установка крюка под люстру,7–116,Этап №7,Оборудование,Освещение,шт,230.00
Установка люстры на натяжной потолок,7–117,Этап №7,Оборудование,Освещение,шт,1130.00
Установка люстры на потолок,7–118,Этап №7,Оборудование,Освещение,шт,1130.00
Установка потолочных светильников,7–119,Этап №7,Оборудование,Освещение,шт,2000
Установка светильников с лампами люминесцентными,7–120,Этап №7,Оборудование,Освещение,шт,750.00
Установка точечных светильников,7–121,Этап №7,Оборудование,Освещение,шт,300.00
Дополнителный угол (для натяжного потолка),7–122,Этап №7,Потолок: Подвесные и натяжные,Потолки,шт,160.00
Дополнительная точка в натяжном потолке,7–123,Этап №7,Потолок: Подвесные и натяжные,Потолки,шт,150.00
Монтаж потолка Армстронг,7–124,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,490.00
Монтаж потолка Грильято,7–125,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,725.00
Монтаж потолков системы Армстронг Байкал,7–126,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,490.00
"Облицовка потолка вагонкой, панелями (типа &quot;панелит&quot;)",7–127,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,480.00
Облицовка потолка пенопластовой плиткой,7–128,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,260.00
"Обшивка потолка панелями ПВХ,вагонкой по готовому каркасу",7–129,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,480.00
Оклеивание потолка виниловыми обоями на флизелиновой основе,7–130,Этап №7,Потолок: Обои,Потолки,м2,245.00
Оклейка потолка обоями,7–131,Этап №7,Потолок: Обои,Потолки,м2,260.00
Оклейка потолка обоями (бумажные обои),7–132,Этап №7,Потолок: Обои,Потолки,м2,270.00
Оклейка потолка обоями (стеклообои),7–133,Этап №7,Потолок: Обои,Потолки,м2,245.00
"Оклейка потолка обоями (флизилин, винил)",7–134,Этап №7,Потолок: Обои,Потолки,м2,245.00
Оклейка потолка пробковыми панелями,7–135,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,135.00
Оклейка потолка стеклообоями,7–136,Этап №7,Потолок: Обои,Потолки,м2,245.00
Оклейка потолка текстильными обоями,7–137,Этап №7,Потолок: Обои,Потолки,м2,270.00
Отделка поверхностей из сборных элементов и плит под окраску или оклейку обоями: потолков сборных из плит,7–138,Этап №7,Потолок: Обои,Потолки,м2,450.00
Поклейка обоев на потолок,7–139,Этап №7,Потолок: Обои,Потолки,м2,260.00
Поклейка панелей потолочных,7–140,Этап №7,Потолок: Обои,Потолки,м2,195.00
Поклейка потолочных обоев,7–141,Этап №7,Потолок: Обои,Потолки,кв.м,260.00
Поклейка потолочных обоев потолки до 3 метров,7–142,Этап №7,Потолок: Обои,Потолки,м2,260.00
Поклейка потолочных обоев при потолках свыше 3 метров,7–143,Этап №7,Потолок: Обои,Потолки,м2,360.00
Поклейка стеклообоев/паутинки на поверхности потолков,7–144,Этап №7,Потолок: Обои,Потолки,м2,170.00
Поклейка стеклохолста на потолок,7–145,Этап №7,Потолок: Обои,Потолки,м2,170.00
Устройство подвесного потолка Армстронг,7–146,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,490.00
Устройство подвесного потолка из дерева (вагонка и т.д.),7–147,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,1115.00
Устройство подвесного потолка из дерева без каркаса (вагонка и т.п),7–148,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,490.00
Устройство подвесного потолка ПВХ,7–149,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,835.00
Устройство подвесного потолка ПВХ (ширина панели менее 150 мм),7–150,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,960.00
Устройство подвесного потолка пластикового (без обрешетки),7–151,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,930.00
Устройство подвесного потолка пластикового (с обрешеткой),7–152,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,1115.00
Устройство подвесного потолка плиточного из полистирола (без обрешетки),7–153,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,930.00
Устройство подвесного потолка реечного,7–154,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,600.00
Устройство потолков реечных до 10м2,7–155,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,565.00
Устройство тканевых натяжных потолков,7–156,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,320.00
Устройство тканевых натяжных потолков разных цветов,7–157,Этап №7,Потолок: Подвесные и натяжные,Потолки,м2,355.00
Шпаклевка потолка под покраску с ошкуриванием и поклейкой стеклообоев,7–158,Этап №7,Потолок: Обои,Потолки,м2,1110.00
Шпатлевка потолка под поклейку потолочных обоев,7–159,Этап №7,Потолок: Обои,Потолки,м2,385.00
Замена дверного полотна,7–160,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,405.00
Замена дверной перемычки,7–161,Этап №7,Проемы: Двери и фурнитура,Проемы,шт.,3125.00
Замена замка на пластиковой двери,7–162,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,1130.00
Замена петель на пластиковых дверях,7–163,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,1150.00
Замена ручки на пластиковой балконной двери,7–164,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,150.00
Замена стекла балконной двери,7–165,Этап №7,Проемы: Двери и фурнитура,Проемы,м2,1900.00
Замена стеклопакета в пластиковой двери,7–166,Этап №7,Проемы: Двери и фурнитура,Проемы,м2,1900.00
Замена уплотнителя на балконной двери,7–167,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,150.00
Изготовление и монтаж наличников,7–168,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,195.00
Лакировка наличников,7–169,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,100.00
Монтаж временных дверей,7–170,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,1060.00
Монтаж входной деревянной двери с двойным притвором,7–171,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,5535.00
Монтаж входной утепленной двери,7–172,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,3075.00
Монтаж входных металлических дверей,7–173,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,2460.00
Монтаж оконных откосов и входной двери из ГКЛ,7–174,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,365.00
Монтаж откосов деревянных (окна и двери),7–175,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,185.00
Монтаж откосов и наличников деревянных на оконные и дверные проемы,7–176,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,125.00
Монтаж подоконной доски под балконную дверь,7–177,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,515.00
Монтаж порога на балконную дверь,7–178,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,640.00
Монтаж порожка,7–179,Этап №7,Проемы: Прочее,Проемы,шт,190.00
Монтаж порожка межкомнатного,7–180,Этап №7,Проемы: Прочее,Проемы,м.п.,195.00
Монтаж порожка напольного,7–181,Этап №7,Проемы: Прочее,Проемы,шт,190.00
Окраска наличников,7–182,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,65.00
Установка алюминиевых дверей,7–183,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,1900.00
Установка балконных дверей,7–184,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,1900.00
Установка входной двери,7–185,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,3075.00
Установка наличников,7–186,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,65.00
Установка наличников из хвойных пород дерева,7–187,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,90.00
"Установка наличников из хвойных пород дерева, окрашенных",7–188,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,105.00
"Установка наличников, комплект",7–189,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,295.00
"Установка наличников, облицованных пластиком",7–190,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,90.00
"Установка обналички, комплект",7–191,Этап №7,Проемы: Прочее,Проемы,шт,295.00
Установка портала шириной до 200 мм и монтаж наличников,7–192,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,4865.00
Установка портала шириной свыше 200 мм и монтаж наличников,7–193,Этап №7,Проемы: Двери и фурнитура,Проемы,шт,5760.00
Устройство откосов и наличников деревянных на оконные и дверные проемы,7–194,Этап №7,Проемы: Двери и фурнитура,Проемы,м.п.,250.00
"Герметизация стыков, швов силиконом",7–195,Этап №7,Прочее,Прочее,м.п.,65.00
Герметизация торцов лаком в 2 слоя,7–196,Этап №7,Прочее,Прочее,м.п.,90.00
Ошкуривание,7–197,Этап №7,Прочее,Прочее,м2,130.00
Замена выключателей,7–198,Этап №7,Монтаж,Розетки и выключатели,шт,300.00
Заменить розетку,7–199,Этап №7,Монтаж,Розетки и выключатели,шт,300.00
Монтаж выключателя,7–200,Этап №7,Монтаж,Розетки и выключатели,шт,300.00
Перенос розеток,7–201,Этап №7,Монтаж,Розетки и выключатели,шт,1500.00
Подготовить гнезда под подрозетник,7–202,Этап №7,Монтаж,Розетки и выключатели,шт,450.00
Починить розетки,7–203,Этап №7,Монтаж,Розетки и выключатели,шт,750.00
Установить блок выключателей,7–204,Этап №7,Монтаж,Розетки и выключатели,шт,570.00
Установка дополнительных розеток,7–205,Этап №7,Монтаж,Розетки и выключатели,шт,1500.00
Установка розетки Legrand,7–206,Этап №7,Монтаж,Розетки и выключатели,шт,300.00
Установка розеток,7–207,Этап №7,Монтаж,Розетки и выключатели,шт,300.00
Установка силовых розеток,7–208,Этап №7,Монтаж,Розетки и выключатели,шт,300.00
Врезка мойки в столешницу,7–209,Этап №7,Сантехника: Оборудование,Сантехника,шт,450.00
Герметизация душевой кабины,7–210,Этап №7,Сантехника: Герметизация,Сантехника,шт,3000.00
Герметизация швов раковины,7–211,Этап №7,Сантехника: Герметизация,Сантехника,шт,1130.00
Гидроизоляция швов ванны,7–212,Этап №7,Сантехника: Герметизация,Сантехника,шт,2250.00
Демонтировать кран,7–213,Этап №7,Сантехника: Демонта,Сантехника,шт,230.00
Замена ванны на душевую кабину,7–214,Этап №7,Сантехника: Оборудование,Сантехника,шт,5630.00
Замена водонапорного крана,7–215,Этап №7,Сантехника: Оборудование,Сантехника,шт,750.00
Замена гибкой подводки,7–216,Этап №7,Сантехника: Оборудование,Сантехника,шт,450.00
Замена гофры на унитазе,7–217,Этап №7,Сантехника: Оборудование,Сантехника,шт,1650.00
Замена раковины,7–218,Этап №7,Сантехника: Оборудование,Сантехника,шт,3000.00
Замена сифона,7–219,Этап №7,Сантехника: Оборудование,Сантехника,шт,830.00
Замена стекла в душевой кабине,7–220,Этап №7,Сантехника: Оборудование,Сантехника,шт,1880.00
Замена унитаза,7–221,Этап №7,Сантехника: Оборудование,Сантехника,шт,3000.00
Замена эксцентриков смесителя,7–222,Этап №7,Сантехника: Оборудование,Сантехника,шт,230.00
Заменить смеситель,7–223,Этап №7,Сантехника: Оборудование,Сантехника,шт,1350.00
Монтаж душевой стойки,7–224,Этап №7,Сантехника: Оборудование,Сантехника,шт,2630.00
Монтаж инсталляции унитаза,7–225,Этап №7,Сантехника: Оборудование,Сантехника,шт,2250.00
Покрытие ванны жидким акрилом,7–226,Этап №7,Сантехника: Оборудование,Сантехника,шт,5250.00
Промывка канализации гидродинамическим способом,7–227,Этап №7,Сантехника: Оборудование,Сантехника,шт,5250.00
Прочистка канализации,7–228,Этап №7,Сантехника: Оборудование,Сантехника,шт,5250.00
Прочистка канализации в частном доме,7–229,Этап №7,Сантехника: Оборудование,Сантехника,шт,5250.00
Реставрация ванн,7–230,Этап №7,Сантехника: Оборудование,Сантехника,шт,5250.00
Реставрация ванны литьевым мрамором,7–231,Этап №7,Сантехника: Оборудование,Сантехника,шт,5250.00
Реставрация стальной ванны,7–232,Этап №7,Сантехника: Оборудование,Сантехника,шт,5250.00
Реставрация эмали раковин,7–233,Этап №7,Сантехника: Оборудование,Сантехника,шт,1500.00
Установить водонагреватель,7–234,Этап №7,Сантехника: Оборудование,Сантехника,шт,2250.00
Установить подвесной унитаз,7–235,Этап №7,Сантехника: Оборудование,Сантехника,шт,2250.00
Установить смеситель на кухне,7–236,Этап №7,Сантехника: Оборудование,Сантехника,шт,1130.00
Установить угловую ванну,7–237,Этап №7,Сантехника: Оборудование,Сантехника,шт,3150.00
Установить унитаз,7–238,Этап №7,Сантехника: Оборудование,Сантехника,шт,2250.00
Установка акриловой ванны,7–239,Этап №7,Сантехника: Оборудование,Сантехника,шт,3150.00
Установка акриловых поддонов,7–240,Этап №7,Сантехника: Оборудование,Сантехника,шт,2630.00
Установка биде,7–241,Этап №7,Сантехника: Оборудование,Сантехника,шт,2250.00
Установка ванны,7–242,Этап №7,Сантехника: Оборудование,Сантехника,шт,3150.00
Установка гигиенического душа,7–243,Этап №7,Сантехника: Оборудование,Сантехника,шт,1130.00
Установка дверок душевой кабины,7–244,Этап №7,Сантехника: Оборудование,Сантехника,шт,1350.00
Установка джакузи,7–245,Этап №7,Сантехника: Оборудование,Сантехника,шт,4130.00
Установка душевого поддона,7–246,Этап №7,Сантехника: Оборудование,Сантехника,шт,2630.00
Установка душевого трапа,7–247,Этап №7,Сантехника: Оборудование,Сантехника,шт,2630.00
Установка душевого уголка,7–248,Этап №7,Сантехника: Оборудование,Сантехника,шт,5250.00
Установка душевой кабины,7–249,Этап №7,Сантехника: Оборудование,Сантехника,шт,4880.00
Установка душевой кабины с гидромассажем,7–250,Этап №7,Сантехника: Оборудование,Сантехника,шт,6750.00
Установка душевой кабины с низким поддоном,7–251,Этап №7,Сантехника: Оборудование,Сантехника,шт,4880.00
Установка душевой панели,7–252,Этап №7,Сантехника: Оборудование,Сантехника,шт,2630.00
Установка душевой штанги,7–253,Этап №7,Сантехника: Оборудование,Сантехника,шт,450.00
Установка измельчителя пищевых отходов,7–254,Этап №7,Сантехника: Оборудование,Сантехника,шт,1580.00
Установка кранбуксы,7–255,Этап №7,Сантехника: Оборудование,Сантехника,шт,1130.00
Установка мойдодыра,7–256,Этап №7,Сантехника: Оборудование,Сантехника,шт,2630.00
Установка мойки,7–257,Этап №7,Сантехника: Оборудование,Сантехника,шт,3000.00
Установка накладной раковины,7–258,Этап №7,Сантехника: Оборудование,Сантехника,шт,2630.00
Установка писсуара,7–259,Этап №7,Сантехника: Оборудование,Сантехника,шт,2100.00
Установка раковины над стиральной машиной,7–260,Этап №7,Сантехника: Оборудование,Сантехника,шт,2630.00
Установка раковины с тумбой,7–261,Этап №7,Сантехника: Оборудование,Сантехника,шт,2630.00
Установка смесителей,7–262,Этап №7,Сантехника: Оборудование,Сантехника,шт,1130.00
Установка сололифта,7–263,Этап №7,Сантехника: Оборудование,Сантехника,шт,3380.00
Установка стальной ванны,7–264,Этап №7,Сантехника: Оборудование,Сантехника,шт,3150.00
Установка умывальника,7–265,Этап №7,Сантехника: Оборудование,Сантехника,шт,2630.00
Установка фильтров для воды,7–266,Этап №7,Сантехника: Оборудование,Сантехника,шт,1500.00
Установка чугунной ванны,7–267,Этап №7,Сантехника: Оборудование,Сантехника,шт,3150.00
Устранение засоров,7–268,Этап №7,Сантехника: Оборудование,Сантехника,шт,2250.00
Устранение сильных засоров,7–269,Этап №7,Сантехника: Оборудование,Сантехника,шт,5250.00
Эмалировка ванны,7–270,Этап №7,Сантехника: Оборудование,Сантехника,шт,5250.00
Установить звонок,7–271,Этап №7,Монтаж,Электрооборудование,шт,1130.00
Установка защиты от протечек воды,7–272,Этап №7,Монтаж,Электрооборудование,шт,380.00
Установка сушилки для рук,7–273,Этап №7,Монтаж,Электрооборудование,шт,1500.00
Установка тепловой завесы,7–274,Этап №7,Монтаж,Электрооборудование,шт,2250.00
Установка электрического полотенцесушителя,7–275,Этап №7,Монтаж,Электрооборудование,шт,1130.00
Очистка потолка от масляной краски или клея,0-1,Этап №0,Потолок,,м2,230.00
Очистка потолка от шпаклевки/водоимульсионной краски,0-2,Этап №0,Потолок,,м2,200.00
Демонтаж штукатурки с потолка,0-3,Этап №0,Потолок,,м2,180.00
"Демонтаж с потолка плитки из полиуретана, полистирола",0-4,Этап №0,Потолок,,м2,120.00
Демонтаж старых обоев,0-5,Этап №0,Потолок,,м2,120.00
"Демонтаж потолка из ГКЛ, панелей ПВХ, вагонки,",0-6,Этап №0,Потолок,,м2,192.00
Демонтаж реечного потолка,0-7,Этап №0,Потолок,,м2,113.00
"Демонтаж подвесных потолков ""Армстронг"", зеркального, натяжного потолка",0-8,Этап №0,Потолок,,м2,90.00
Демонтаж карниза,0-9,Этап №0,Потолок,,шт.,265.00
Демонтаж потолочного плинтуса (без сохранения),0-10,Этап №0,Потолок,,м.пог,54.00
Демонтаж вентиляционных коробов,0-11,Этап №0,Потолок,,м.пог,256.00
"Демонтаж потолков из АЦЭИДа, гипсолита",0-12,Этап №0,Потолок,,м2,270.00
Демонтаж стен из ПГП,0-13,Этап №0,Стены,,м2,250
Демонтаж кирпичных стен в 1/2 кирпича,0-14,Этап №0,Стены,,м2,340.00
Демонтаж стен из кирпича (в 1 кирпич),0-15,Этап №0,Стены,,м2,390.00
Демонтаж бетонных НЕ несущих стен (толщиной до 80мм),0-16,Этап №0,Стены,,м2,1200.00
"Демонтаж оконных, дверных откосов из штукатурки",0-17,Этап №0,Стены,,м.пог,220.00
Демонтаж штукатурки толщиной до 3см.,0-18,Этап №0,Стены,,м2,150.00
Демонтаж старой керамической плитки и плиточного клея,0-19,Этап №0,Стены,,м2,270.00
Демонтаж старых обоев (за слой),0-20,Этап №0,Стены,,м2,60.00
"Расчистка масляной, водоэмульсионной краски со стен",0-21,Этап №0,Стены,,м2,215.00
Демонтаж подоконника,0-22,Этап №0,Стены,,м.пог,99.00
Демонтаж наличника,0-23,Этап №0,Стены,,м.пог,27.00
Демонтаж дверного блока без сохранения,0-24,Этап №0,Стены,,шт.,400.00
Демонтаж оконного блока без сохранения,0-25,Этап №0,Стены,,шт.,600.00
"Демонтаж фальшстены из ГКЛ, панелей ПВХ с каркасом, вагонки",0-26,Этап №0,Стены,,м2,153.00
Очистка шпаклевки со стен,0-27,Этап №0,Стены,,м2,120.00
Демонтаж арки,0-28,Этап №0,Стены,,м2,202.00
Демонтаж шкафов и антресолей (без сохранения) .,0-29,Этап №0,Стены,,м3,423.00
Демонтаж стен сан-тех кабины (коробка сан узла)из азбестоцементных плит с арматурой,0-30,Этап №0,Стены,,шт.,5310.00
Демонтаж плинтусов,0-31,Этап №0,Полы,,м.пог,36.00
"Демонтаж приклеенного линолеума, плитки из ПВХ, оргалита, ламината, паркетной/инженерной доски",0-32,Этап №0,Полы,,м2,178.00
"Демонтаж НЕ приклеенного линолеума, ламината, паркетной доски, старого паркета",0-33,Этап №0,Полы,,м2,81.00
"Демонтаж старых дощатых полов с лагами, с наполнителем",0-34,Этап №0,Полы,,м2,266.00
"Демонтаж НЕ приклеенной фанеры, оргалита",0-35,Этап №0,Полы,,м2,69.00
Демонтаж керамической плитки и плиточного клея,0-36,Этап №0,Полы,,м2,252.00
"Демонтаж порожка (пластик, метал)",0-37,Этап №0,Полы,,м.пог.,53.00
"Демонтаж порожка (пластик, метал)",0-38,Этап №0,Полы,,м.пог.,53.00
Демонтаж цементной стяжки до 5 см.,0-39,Этап №0,Полы,,м2,230.00
Демонтаж цементной стяжки до 10 см.,0-40,Этап №0,Полы,,м2,280.00
Демонтаж армированного бетонного основания сантехкабины,0-41,Этап №0,Полы,,м2,1191.00
Демонтаж бетонного бортика поддона,0-42,Этап №0,Полы,,м.пог,424.00
"Демонтаж короба для труб водоснабжения, канализации",0-43,Этап №0,Полы,,м.пог,125.00
"Очистка стяжки от остатков клея, мастики методом шлифования алмазной чашкой",0-44,Этап №0,Полы,,м2,203.00
Демонтаж пластиковой душевой кабины,0-45,Этап №0,Сантехнические работы,Демонтаж душевой кабины/подиума,шт.,1125.00
Демонтаж душевой кабины в строительном исполнении,0-46,Этап №0,Сантехнические работы,Демонтаж душевой кабины/подиума,шт.,1603.00
Демонтаж душевого подиума (строительного исполнения),0-47,Этап №0,Сантехнические работы,Демонтаж душевой кабины/подиума,шт.,2060.00
"Демонтаж пластиковой душевой кабины с джакузи, гидромассажем/парогенератором",0-48,Этап №0,Сантехнические работы,Демонтаж душевой кабины/подиума,шт.,1852.00
Демонтаж поддона чугунного/металлического/акрилового,0-49,Этап №0,Сантехнические работы,Демонтаж душевой кабины/подиума,шт.,635.00
Демонтаж (отключение) стиральной/сушильной машины,0-50,Этап №0,Сантехнические работы,Демонтаж душевой кабины/подиума,шт.,300.00
Расчистка стояка отопления от старой краски,0-51,Этап №0,Сантехнические работы,Демонтаж душевой кабины/подиума,шт.,376.00
"Демонтаж подиума для поддона (кирпич, бетон)",0-52,Этап №0,Сантехнические работы,Демонтаж душевой кабины/подиума,шт.,1125.00
Демонтаж ванны чугунной (с выносом к входной двери),0-53,Этап №0,Сантехнические работы,Демонтаж ванной,шт.,1571.00
"Демонтаж ванны стальной, акриловой",0-54,Этап №0,Сантехнические работы,Демонтаж ванной,шт.,1132.00
"Демонтаж экрана ванны (кафель, кирпич/пеноблок)",0-55,Этап №0,Сантехнические работы,Демонтаж ванной,шт.,675.00
"Демонтаж экрана ванны (кафель, кирпич/пеноблок)",0-56,Этап №0,Сантехнические работы,Демонтаж ванной,шт.,675.00
Демонтаж экрана под ванной (пластик),0-57,Этап №0,Сантехнические работы,Демонтаж ванной,шт.,203.00
Демонтаж обвязки ванны (старого образца чугун-метал),0-58,Этап №0,Сантехнические работы,Демонтаж ванной,шт.,424.00
Демонтаж обвязки ванны (нового образца),0-59,Этап №0,Сантехнические работы,Демонтаж ванной,шт.,238.00
Демонтаж штанги для душа,0-60,Этап №0,Сантехнические работы,Демонтаж ванной,шт.,159.00
"Демонтаж сантехнических аксессуаров (мыльница, держатель бумаги и т.д.)",0-61,Этап №0,Сантехнические работы,Демонтаж ванной,шт.,68.00
Демонтаж унитаза,0-62,Этап №0,Сантехнические работы,Демонтаж унитаза,шт.,500.00
Демонтаж инсталляции (чаши с рамой и кнопкой),0-63,Этап №0,Сантехнические работы,Демонтаж унитаза,шт.,1300.00
"Демонтаж труб водоснабжения, отопления",0-64,Этап №0,Сантехнические работы,"Демонтаж труб и стояков, арматуры",м.пог,89.00
Демонтаж труб канализации (чугун),0-65,Этап №0,Сантехнические работы,"Демонтаж труб и стояков, арматуры",м.пог,318.00
Демонтаж труб канализации (пластик),0-66,Этап №0,Сантехнические работы,"Демонтаж труб и стояков, арматуры",м.пог,122.00
Демонтаж коллектора (гребенки),0-67,Этап №0,Сантехнические работы,"Демонтаж труб и стояков, арматуры",шт.,355.00
Демонтаж бойлера,0-68,Этап №0,Сантехнические работы,"Демонтаж труб и стояков, арматуры",шт.,590.00
Демонтаж смесителя на жёсткой подводке,0-69,Этап №0,Сантехнические работы,Демонтаж смесителя,шт.,291.00
Демонтаж смесителя  на гибкой подводке,0-70,Этап №0,Сантехнические работы,Демонтаж смесителя,шт.,220.00
Демонтаж кухонной мойки (без смесителя),0-71,Этап №0,Сантехнические работы,Демонтаж раковины и мойки,шт.,305.00
Демонтаж подстолья кухонной мойки,0-72,Этап №0,Сантехнические работы,Демонтаж раковины и мойки,шт.,293.00
Демонтаж мойки на кронштейнах,0-73,Этап №0,Сантехнические работы,Демонтаж раковины и мойки,шт.,315.00
Демонтаж раковины типа «тюльпан» (в сборе),0-74,Этап №0,Сантехнические работы,Демонтаж раковины и мойки,шт.,495.00
Демонтаж «Мойдодыра» (в сборе),0-75,Этап №0,Сантехнические работы,Демонтаж раковины и мойки,шт.,545.00
Демонтаж сифона мойки,0-76,Этап №0,Сантехнические работы,Демонтаж раковины и мойки,шт.,133.00
Демонтаж радиатора на металлических трубах (при наличие вводных кранов),0-77,Этап №0,Сантехнические работы,Демонтаж радиаторов отопления,шт.,800.00
"Демонтаж регулятора давления, обратного клапана",0-78,Этап №0,Сантехнические работы,Демонтаж радиаторов отопления,шт.,185.00
Демонтаж коллектора (гребенки),0-79,Этап №0,Сантехнические работы,Демонтаж радиаторов отопления,шт.,355.00
Демонтаж полотенцесушителя водяного/электрического,0-80,Этап №0,Сантехнические работы,Демонтаж радиаторов отопления,ед,445.00
Демонтаж радиатора на пластиковых трубах для отделочных работ,0-81,Этап №0,Сантехнические работы,Демонтаж радиаторов отопления,шт.,250.00
"Демонтаж электроустановочного изделия (розетка, выключатель, распаячная коробка)",0-82,Этап №0,Электромонтажные работы,,шт.,68.00
"Демонтаж накладной части розетки, выключателя",0-83,Этап №0,Электромонтажные работы,,шт.,36.00
Демонтаж скрытой проводки (до 16мм),0-84,Этап №0,Электромонтажные работы,,м.пог,45.00
Демонтаж открытой проводки (до 16мм),0-85,Этап №0,Электромонтажные работы,,м.пог,16.00
Демонтаж светильников встроенных (без сохранения),0-86,Этап №0,Электромонтажные работы,,шт.,90.00
Демонтаж кабель-канала,0-87,Этап №0,Электромонтажные работы,,м.пог,28.00
Демонтаж автомата защиты,0-88,Этап №0,Электромонтажные работы,,шт.,116.00
"Демонтаж люстры, светильника, вентилятора (с сохранением изделия)",0-89,Этап №0,Электромонтажные работы,,шт.,318.00
Демонтаж распределительного электрощита,0-90,Этап №0,Электромонтажные работы,,шт.,1270.00
"Комплексный демонтаж старой электрики - розетки, выключатели, распаячные коробки, проводка (по площади помещения)",0-91,Этап №0,Электромонтажные работы,,м2,250.00
"Монтаж временного освещения, разводка временных розеток, установка временного унитаза и раковины, подача холодной и горячей воды, оклейка защитной пленкой окон и входной двери, укрывка оргалитом лестничной клетки, изготовление строительных лесов и столов",0-92,Этап №0,Прочие виды работ,,шт.,10000
Покрытие бетонных потолоков бетоноконтактом,янв.93,Этап №1,Потолок,Штукатурные работы,м2,50.00
