Код;Наименование;Ед изм;Базовая цена;Фаза;Раздел;Подраздел
4–244;Поклейка стеклохолста;м2;145.00;Этап №4;Стены: шпаклевка;Стены
4–245;Поклейка стеклохолста на ГКЛ;м2;145.00;Этап №4;Стены: шпаклевка;Стены
4–246;Поклейка стеклохолста на стены;м2;145.00;Этап №4;Стены: шпаклевка;Стены
4–247;Поклейка стеклохолста на стены (под декоративную штукатурку);м2;145.00;Этап №4;Стены: шпаклевка;Стены
4–248;Поклейка стен самоклеящейся плёнкой;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–249;Поклейка углозащитной ленты;м.п.;120.00;Этап №4;Стены: шпаклевка;Стены
4–250;Проклейка рустов и стыков плит серпянкой;м.п.;70.00;Этап №4;Стены: шпаклевка;Стены
4–251;Проклейка стен армировочной сеткой;м2;115.00;Этап №4;Стены: шпаклевка;Стены
4–252;Проклейка стен малярной сеткой;м2;55.00;Этап №4;Стены: шпаклевка;Стены
4–253;Проклейка стен стеклохолстом;м2;145.00;Этап №4;Стены: шпаклевка;Стены
4–254;Проклейка швов и стыков малярным бинтом серпянкой;м.п.;70.00;Этап №4;Стены: шпаклевка;Стены
4–255;Проклейка швов и стыков малярным бинтом серпянкой;м.п.;70.00;Этап №4;Стены: шпаклевка;Стены
4–256;Промежуточное грунтование поверхностей 2-3 слоя;м2;90.00;Этап №4;Стены: шпаклевка;Стены
4–257;Промежуточное грунтование поверхностей 2-3 слоя не ровных стен;м2;100.00;Этап №4;Стены: шпаклевка;Стены
4–258;Ремонт и выравнивание шпатлевки;м2;360.00;Этап №4;Стены: шпаклевка;Стены
4–259;Сплошная шпатлевка в 2 слоя;м.п.;295.00;Этап №4;Стены: шпаклевка;Стены
4–260;Сплошная шпатлевка стен в 1 слой;м2;180.00;Этап №4;Стены: шпаклевка;Стены
4–261;Сплошная шпатлевка стен в 1 слой с ошкуриванием поверхности;м2;245.00;Этап №4;Стены: шпаклевка;Стены
4–262;Сплошная шпатлевка стен в 2 слоя;м2;295.00;Этап №4;Стены: шпаклевка;Стены
4–263;Суперфинишное шпатлевание стен до 4 слоев;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–264;Суперфинишное шпатлевание стен под покраску;м2;385.00;Этап №4;Стены: шпаклевка;Стены
4–265;Третий слой шпатлевки стен при высококачественной окраске по штукатурке и сборным конструкциям;м2;125.00;Этап №4;Стены: шпаклевка;Стены
4–266;Улучшенная шпаклевка и окраска стен внутри пощений;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–267;Установка малярного уголка;м.п.;90.00;Этап №4;Стены: шпаклевка;Стены
4–268;Установка малярного уголка;м.п.;90.00;Этап №4;Стены: шпаклевка;Стены
4–269;Установка малярного уголка, перфорированного;м.п.;90.00;Этап №4;Стены: шпаклевка;Стены
4–270;Установка малярных уголков;м.п.;90.00;Этап №4;Стены: шпаклевка;Стены
4–271;Установка малярных уголков на наружные углы;м.п.;90.00;Этап №4;Стены: шпаклевка;Стены
4–272;Установка малярных уголков по периметру и в нишах;м.п.;90.00;Этап №4;Стены: шпаклевка;Стены
4–273;Установка малярных уголков(откосы и потолочная ниша);м.п.;90.00;Этап №4;Стены: шпаклевка;Стены
4–274;Установка ПВХ панелей по каркасу;м2;325.00;Этап №4;Стены: шпаклевка;Стены
4–275;Установка штукатурных маяков;м2;115.00;Этап №4;Стены: шпаклевка;Стены
4–276;Установка штукатурных уголков (перфорированных);м.п.;85.00;Этап №4;Стены: шпаклевка;Стены
4–277;Устройство армировочной сетки 2х2 в тело шпатлевки на стены;м2;105.00;Этап №4;Стены: шпаклевка;Стены
4–278;Устройство армировочной сетки 2х2 шпатлевки на стены;м2;150.00;Этап №4;Стены: шпаклевка;Стены
4–279;Финишная шпатлевка в 2 слоя (под покраску);м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–280;Финишная шпатлевка стен (родбанд-паста) до 4 слоев;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–281;Финишная шпатлевка стен под покраску;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–282;Финишное выравние углов по криволинейному стыку;м.п.;635.00;Этап №4;Стены: шпаклевка;Стены
4–283;Финишное шпалтевание и шлифовка стен под покраску;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–284;Финишное шпатлевание стен;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–285;Шлифование поверхности стен;м2;90.00;Этап №4;Стены: шпаклевка;Стены
4–286;Шлифование, ошкуривание стен;м2;90.00;Этап №4;Стены: шпаклевка;Стены
4–287;Шлифование, ошкуривание стен после штукатурки;м2;65.00;Этап №4;Стены: шпаклевка;Стены
4–288;Шлифовка;м2;90.00;Этап №4;Стены: шпаклевка;Стены
4–289;Шлифовка стен;м2;90.00;Этап №4;Стены: шпаклевка;Стены
4–290;Шлифовка стен и их элементов (включая материал и расходники);м2;215.00;Этап №4;Стены: шпаклевка;Стены
4–291;Шлифовка стен под обои;м2;80.00;Этап №4;Стены: шпаклевка;Стены
4–292;Шлифовка стен под покраску;м2;90.00;Этап №4;Стены: шпаклевка;Стены
4–293;Шлифовка стен после базовой шпатлевки;м2;195.00;Этап №4;Стены: шпаклевка;Стены
4–294;Шлифовка фанеры;м2;130.00;Этап №4;Стены: шпаклевка;Стены
4–295;Шлифовка фасада и его элементов (включая расходные материалы);м2;195.00;Этап №4;Стены: шпаклевка;Стены
4–296;Шлифовка, ошкуривание стен;м2;90.00;Этап №4;Стены: шпаклевка;Стены
4–297;Шпаклевание стен базовый слой;м2;180.00;Этап №4;Стены: шпаклевка;Стены
4–298;Шпаклевание стен под обои;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–299;Шпаклеваниестен базовый слой;м2;180.00;Этап №4;Стены: шпаклевка;Стены
4–300;Шпаклёвка;м2;235.00;Этап №4;Стены: шпаклевка;Стены
4–301;Шпаклевка поверхности стен;м2;235.00;Этап №4;Стены: шпаклевка;Стены
4–302;Шпаклевка поверхности стен в 1 слой;м2;180.00;Этап №4;Стены: шпаклевка;Стены
4–303;Шпаклевка примыканий (сопряжений) с оклейкой лентой;м.п.;235.00;Этап №4;Стены: шпаклевка;Стены
4–304;Шпаклевка примыканий и внешних углов с оклейкой лентой;м.п.;235.00;Этап №4;Стены: шпаклевка;Стены
4–305;Шпаклевка стен ( 1 слой базовый и 1 слой финишный ) с проклейкой стеклохолста;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–306;Шпаклевка стен 1 слой;м2;180.00;Этап №4;Стены: шпаклевка;Стены
4–307;Шпаклевка стен 5-6 раз, шлифовка;м2;745.00;Этап №4;Стены: шпаклевка;Стены
4–308;Шпаклевка стен базовый слой;м2;120.00;Этап №4;Стены: шпаклевка;Стены
4–309;Шпаклевка стен под обои;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–310;Шпаклевка стен под обои с ошкуриванием;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–311;Шпаклевка стен под окраску (2 слоя с ошкуриванием);м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–312;Шпаклевка стен под покраску;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–313;Шпаклевка стен под покраску с поклейкой стеклохолста;м2;525.00;Этап №4;Стены: шпаклевка;Стены
4–314;Шпаклевка стен под покраску с поклейкой стеклохолста сферической поверхности;м2;770.00;Этап №4;Стены: шпаклевка;Стены
4–315;Шпаклевка стен с ошкуриванием под обои;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–316;Шпаклевка углов и примыканий с оклейкой лентой;м.п.;235.00;Этап №4;Стены: шпаклевка;Стены
4–317;Шпаклёвка чистовая;м2;235.00;Этап №4;Стены: шпаклевка;Стены
4–318;Шпаклевка-вырвнивание стен под окраску;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–319;Шпатлевание стен;м2;235.00;Этап №4;Стены: шпаклевка;Стены
4–320;Шпатлевание стен под обои;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–321;Шпатлевание стен под покраску;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–322;Шпатлевание стен под покраску (суперфиниш);м2;385.00;Этап №4;Стены: шпаклевка;Стены
4–323;Шпатлевание стен под покраску (финиш);м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–324;Шпатлевка;м2;270.00;Этап №4;Стены: шпаклевка;Стены
4–325;Шпатлевка (стартовый слой);м2;145.00;Этап №4;Стены: шпаклевка;Стены
4–326;Шпатлевка (финишный слой);м2;195.00;Этап №4;Стены: шпаклевка;Стены
4–327;Шпатлевка 2 слоя + малярная сетка 2х2;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–328;Шпатлевка гипсокартона;м2;330.00;Этап №4;Стены: шпаклевка;Стены
4–329;Шпатлевка ГКЛ констукций под окраску (4 слоя);м2;385.00;Этап №4;Стены: шпаклевка;Стены
4–330;Шпатлевка ГКЛ под оклейку обоями (с ошкуриванием);м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–331;Шпатлевка ГКЛ под покраску (2 слоя с ошкуриванием);м2;320.00;Этап №4;Стены: шпаклевка;Стены
4–332;Шпатлевка ГКЛ финишная под покраску;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–333;Шпатлевка и шлифовка короба;м.п.;235.00;Этап №4;Стены: шпаклевка;Стены
4–334;Шпатлевка и шлифовка короба под покраску;м.п.;265.00;Этап №4;Стены: шпаклевка;Стены
4–335;Шпатлевка и шлифовка криволинейных боковин;м.п.;240.00;Этап №4;Стены: шпаклевка;Стены
4–336;Шпатлевка и шлифовка стен под обои;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–337;Шпатлевка и шлифовка стен под покраску;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–338;Шпатлевка и шлифовка стен полукруглой формы под обои;м2;555.00;Этап №4;Стены: шпаклевка;Стены
4–339;Шпатлевка и шлифовка стен полукруглой формы под покраску;м2;630.00;Этап №4;Стены: шпаклевка;Стены
4–340;Шпатлевка криволинейного участка шириной до 250 мм;м.п.;180.00;Этап №4;Стены: шпаклевка;Стены
4–341;Шпатлевка криволинейных стен под обои;м2;310.00;Этап №4;Стены: шпаклевка;Стены
4–342;Шпатлевка криволинейных стен под покраску;м2;385.00;Этап №4;Стены: шпаклевка;Стены
4–343;Шпатлевка ниш с покраской;шт;1540.00;Этап №4;Стены: шпаклевка;Стены
4–344;Шпатлевка сплошная в 2 слоя;м2;235.00;Этап №4;Стены: шпаклевка;Стены
4–345;Шпатлевка сплошная в 2 слоя (под декоративную штукатурку);м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–346;Шпатлевка сплошная в 2 слоя (под обои);м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–347;Шпатлевка стен;м2;235.00;Этап №4;Стены: шпаклевка;Стены
4–348;Шпатлевка стен (суперфиниш);м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–349;Шпатлевка стен базовая в 2 слоя;м2;235.00;Этап №4;Стены: шпаклевка;Стены
4–350;Шпатлевка стен под обои;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–351;Шпатлевка стен под обои улучшенная;м2;580.00;Этап №4;Стены: шпаклевка;Стены
4–352;Шпатлевка стен под обои, со шлифовкой;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–353;Шпатлевка стен под оклейку обоями (до 2 слоев с ошкуриванием);м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–354;Шпатлевка стен под оклейку обоями (с ошкуриванием);м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–355;Шпатлевка стен под оклейку обоями и монтаж панелей;м2;260.00;Этап №4;Стены: шпаклевка;Стены
4–356;Шпатлевка стен под окраску;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–357;Шпатлёвка стен под окраску (2 слоя);м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–358;Шпатлевка стен под покраску (до 3 слоев с ошкуриванием);м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–359;Шпатлевка стен под покраску (до 4 слоев с ошкуриванием);м2;360.00;Этап №4;Стены: шпаклевка;Стены
4–360;Шпатлевка стен под покраску (суперфиниш);м2;360.00;Этап №4;Стены: шпаклевка;Стены
4–361;Шпатлевка стен под покраску (суперфиниш) (откосы);м.п.;365.00;Этап №4;Стены: шпаклевка;Стены
4–362;Шпатлевка стен частичная;м2;175.00;Этап №4;Стены: шпаклевка;Стены
4–363;Шпатлевка финишная 2 слоя;м2;335.00;Этап №4;Стены: шпаклевка;Стены
4–364;Шпатлевка швов с оклейкой лентой для заделки швов;м.п.;235.00;Этап №4;Стены: шпаклевка;Стены
4–365;Шпатлевка, грунтовка и покраска стен за 2 раза;м2;450.00;Этап №4;Стены: шпаклевка;Стены
4–366;Шпатлевка, стеклохолст, грунтовка и покраска стен за 2 раза;м2;515.00;Этап №4;Стены: шпаклевка;Стены
5–80;Запил (обработка) углов плитки под 45°;м.п.;175.00;Этап №5;Плитка: Подрезка;Прочее
5–81;Запил (обработка) углов плитки под 45°;м2;120.00;Этап №5;Плитка: Подрезка;Прочее
5–82;Запил плитки керамогранит под угол 45 градусов;м.п.;1730.00;Этап №5;Плитка: Подрезка;Прочее
5–83;Запил торцов у керамической плитки (керамогранита) под 45 градусов;м.п.;745.00;Этап №5;Плитка: Подрезка;Прочее
5–84;Запиливание наружного угла 45 градусов (от);м.п.;515.00;Этап №5;Плитка: Подрезка;Прочее
5–85;Затирка клинкерной плитки;м2;260.00;Этап №5;Плитка: Подрезка;Прочее
5–86;Орнамент плиточный;м2;2230.00;Этап №5;Плитка: Подрезка;Прочее
5–87;Подрезка керамической плитки;м.п.;190.00;Этап №5;Плитка: Подрезка;Прочее
5–88;Подрезка плитки под углом 45 градусов;м.п.;615.00;Этап №5;Плитка: Подрезка;Прочее
5–89;Распил керамической плитки (керамогранита) по лекалам;м.п.;930.00;Этап №5;Плитка: Подрезка;Прочее
5–90;Резка под углом 45°, снятие фаски и шлифовка камня;м.п.;900.00;Этап №5;Плитка: Подрезка;Прочее
5–91;Резка под углом 45°, снятие фаски и шлифовка керамической плитки или керамогранита;м.п.;770.00;Этап №5;Плитка: Подрезка;Прочее
5–92;Резка под углом 45°, снятие фаски и шлифовка мозаики;м.п.;900.00;Этап №5;Плитка: Подрезка;Прочее
5–93;Резка под углом 45°, снятие фаски и шлифовка мозаики из смальты;м.п.;1025.00;Этап №5;Плитка: Подрезка;Прочее
5–94;Резка под углом 45°, снятие фаски и шлифовка мозаики из стекла;м.п.;1025.00;Этап №5;Плитка: Подрезка;Прочее
5–95;Укладка бордюра &quot;карандаш&quot;;м.п.;160.00;Этап №5;Плитка: Подрезка;Прочее
5–96;Укладка бордюра из мозаики;м.п.;195.00;Этап №5;Плитка: Подрезка;Прочее
5–97;Укладка мозаики из камня (мрамор, гранит);м2;3460.00;Этап №5;Плитка: Подрезка;Прочее
5–98;Укладка мозаики сложной с подбором рисунка;м2;4610.00;Этап №5;Плитка: Подрезка;Прочее
5–99;Укладка мозаики стеклянной на подложке;м2;2945.00;Этап №5;Плитка: Подрезка;Прочее
5–01;Затирка плитки пола;м2;150.00;Этап №5;Полы: плитка;Полы
5–02;Затирка плитки пола однокомпонентным составом;м2;130.00;Этап №5;Полы: плитка;Полы
5–03;Заусовка керамогранита / Резка под углом 45 ° + снятие фаски и шлифовка керамической (пол);м.п.;705.00;Этап №5;Полы: плитка;Полы
5–04;Изготовление порогов из керамической плитки;шт;2230.00;Этап №5;Полы: плитка;Полы
5–05;Кладка напольной керамической плитки и керамогранита одного рисунка (подрезка, затирка);м2;950.00;Этап №5;Полы: плитка;Полы
5–06;Кладка напольной керамической плитки и керамогранита одного рисунка размером свыше 40х30 см (зависит от формата плитки);м2;2230.00;Этап №5;Полы: плитка;Полы
5–07;Кладка плитки на пол;м2;950.00;Этап №5;Полы: плитка;Полы
5–08;Ковровая плитка;м2;425.00;Этап №5;Полы: плитка;Полы
5–09;Монтаж клинкерной плитки;м2;1540.00;Этап №5;Полы: плитка;Полы
5–10;Монтаж плитки на пол;м2;950.00;Этап №5;Полы: плитка;Полы
5–11;Монтаж плитки напольной;м2;950.00;Этап №5;Полы: плитка;Полы
5–12;Монтаж плитки напольной Елочка;м2;1540.00;Этап №5;Полы: плитка;Полы
5–13;Монтаж плиточного плинтуса с затиркой и подрезкой;м.п.;340.00;Этап №5;Полы: плитка;Полы
5–14;Монтаж плиточного порожка;м.п.;260.00;Этап №5;Полы: плитка;Полы
5–15;Облицовка плиткой пола;м2;950.00;Этап №5;Полы: плитка;Полы
5–16;Облицовка плиткой пола (керамогранит);м2;950.00;Этап №5;Полы: плитка;Полы
5–17;Облицовка пола керамической плиткой;м2;950.00;Этап №5;Полы: плитка;Полы
5–18;Облицовка пола керамогранитом;м2;950.00;Этап №5;Полы: плитка;Полы
5–19;Облицовка пола керамогранитом (по диагонали);м2;1080.00;Этап №5;Полы: плитка;Полы
5–20;Облицовка пола мраморной плиткой;м2;860.00;Этап №5;Полы: плитка;Полы
5–21;Облицовка пола плиткой 40х40;м2;770.00;Этап №5;Полы: плитка;Полы
5–22;Облицовка пола шестигранной плиткой;м2;1540.00;Этап №5;Полы: плитка;Полы
5–23;Облицовка полов керамической плиткой по диагонали;м2;1080.00;Этап №5;Полы: плитка;Полы
5–24;Укладка кафельного бордюра;м.п.;385.00;Этап №5;Полы: плитка;Полы
5–25;Укладка керамического плинтуса;м.п.;220.00;Этап №5;Полы: плитка;Полы
5–26;Укладка керамического плинтуса с орнаментом;м.п.;580.00;Этап №5;Полы: плитка;Полы
5–27;Укладка керамического плинтуса, бордюра;м.п.;220.00;Этап №5;Полы: плитка;Полы
5–28;Укладка керамической плитки елочкой;м2;1540.00;Этап №5;Полы: плитка;Полы
5–29;Укладка керамической плитки или кафеля по диагонали на пол;м2;1080.00;Этап №5;Полы: плитка;Полы
5–30;Укладка керамической плитки малых размеров (менее 30*30);м2;1795.00;Этап №5;Полы: плитка;Полы
5–31;Укладка керамогранита малых размеров (менее 30*30);м2;1920.00;Этап №5;Полы: плитка;Полы
5–32;Укладка керамогранита на пол без подбора;м2;950.00;Этап №5;Полы: плитка;Полы
5–33;Укладка керамогранита на эпоксидный клей с обычной затиркой;м2;1795.00;Этап №5;Полы: плитка;Полы
5–34;Укладка керамогранита на эпоксидный клей с эпоксидной затиркой;м2;2050.00;Этап №5;Полы: плитка;Полы
5–35;Укладка керамогранита по диагонали на пол;м2;1080.00;Этап №5;Полы: плитка;Полы
5–36;Укладка керамогранитной плитки до 45х45;м2;1155.00;Этап №5;Полы: плитка;Полы
5–37;Укладка клинкерной плитки с затиркой и подрезкой (стандартная затирка);м2;1540.00;Этап №5;Полы: плитка;Полы
5–38;Укладка ковролина;м2;235.00;Этап №5;Полы: плитка;Полы
5–39;Укладка мраморной плитки встык без шва;м2;1795.00;Этап №5;Полы: плитка;Полы
5–40;Укладка напольного керамогранита 30х60;м2;960.00;Этап №5;Полы: плитка;Полы
5–41;Укладка напольного керамогранита до 60х60;м2;1410.00;Этап №5;Полы: плитка;Полы
5–42;Укладка напольного керамогранита широкоформатного;м2;1540.00;Этап №5;Полы: плитка;Полы
5–43;Укладка напольной керамической плитки одного рисунка;м2;950.00;Этап №5;Полы: плитка;Полы
5–44;Укладка напольной керамической плитки одного рисунка 100х100;м2;705.00;Этап №5;Полы: плитка;Полы
5–45;Укладка напольной керамической плитки одного рисунка 200х200;м2;580.00;Этап №5;Полы: плитка;Полы
5–46;Укладка напольной керамической плитки одного рисунка 300х300;м2;515.00;Этап №5;Полы: плитка;Полы
5–47;Укладка напольной керамической плитки одного рисунка 400х400;м2;450.00;Этап №5;Полы: плитка;Полы
5–48;Укладка напольной керамической плитки одного рисунка 600х600;м2;450.00;Этап №5;Полы: плитка;Полы
5–49;Укладка напольной керамической плитки по диагонали;м2;1080.00;Этап №5;Полы: плитка;Полы
5–50;Укладка напольной керамической плитки по диагонали;м2;1080.00;Этап №5;Полы: плитка;Полы
5–51;Укладка напольной керамической плитки по диагонали 100х100;м2;835.00;Этап №5;Полы: плитка;Полы
5–52;Укладка напольной керамической плитки по диагонали 200х200;м2;770.00;Этап №5;Полы: плитка;Полы
5–53;Укладка напольной керамической плитки по диагонали 300х300;м2;1080.00;Этап №5;Полы: плитка;Полы
5–54;Укладка напольной керамической плитки по диагонали 400х400;м2;640.00;Этап №5;Полы: плитка;Полы
5–55;Укладка напольной плитки (размером от 0,022 до 0,09 м2);м2;1795.00;Этап №5;Полы: плитка;Полы
5–56;Укладка напольной плитки на клей (размером от 0,08 до 0,36 м2) без подбора;м2;1540.00;Этап №5;Полы: плитка;Полы
5–57;Укладка напольной плитки на клей (размером от 0,09 до 0,36 м2) без подбора;м2;1540.00;Этап №5;Полы: плитка;Полы
5–58;Укладка палубной доски;м2;715.00;Этап №5;Полы: плитка;Полы
5–59;Укладка плитки на пол;м2;950.00;Этап №5;Полы: плитка;Полы
5–60;Укладка плитки на пол по диагонали;м2;1080.00;Этап №5;Полы: плитка;Полы
5–61;Укладка плитки на пол под гребенку (с затиркой швов);м2;950.00;Этап №5;Полы: плитка;Полы
5–62;Укладка плитки напольной размером 300х300мм, 400х400, 600х600;м2;790.00;Этап №5;Полы: плитка;Полы
5–63;Установка керамического плинтуса;м.п.;220.00;Этап №5;Полы: плитка;Полы
5–64;Устройство плинтуса из керамогранитных плит;м.п.;220.00;Этап №5;Полы: плитка;Полы
5–65;Устройство покрытий из керамогранитных плиток размером 30х30 см;м2;950.00;Этап №5;Полы: плитка;Полы
5–66;Устройство покрытий на цементном растворе из плиток керамических одноцветных для полов;м2;950.00;Этап №5;Полы: плитка;Полы
5–67;Устройство полов из керамических крупноразмерных плиток типа керамогранит - на клее из сухих смесей толщиной клеевого слоя 4 мм с затиркой швов / смеси для плиточных работ водостойкие, суперэластичные;м2;515.00;Этап №5;Полы: плитка;Полы
5–68;Устройство полов из керамических крупноразмерных плиток типа керамогранит - на клее из сухих смесей толщиной клеевого слоя 5 мм с затиркой швов / смеси для плиточных работ водостойкие, суперэластичные;м2;640.00;Этап №5;Полы: плитка;Полы
5–69;Устройство порогов из плитки;м.п.;290.00;Этап №5;Полы: плитка;Полы
5–70;Армирование откосов с дюбелями под плитку или камень;м.п.;190.00;Этап №5;Проемы: Откосы - облицовка;Проемы
5–71;Гладкая облицовка столбов и откосов (без карнизных, плинтусных и угловых плиток) на клее из сухих смесей по камню и бетону, плитки 1 сорта;м2;770.00;Этап №5;Проемы: Откосы - облицовка;Проемы
5–72;Монтаж откосов из ПВХ, МДФ;м.п.;315.00;Этап №5;Проемы: Откосы - облицовка;Проемы
5–74;Облицовка арок угловой плиткой;м/п;1565.00;Этап №5;Проемы: Откосы - облицовка;Проемы
5–75;Облицовка арок угловой плиткой;шт;2435.00;Этап №5;Проемы: Откосы - облицовка;Проемы
5–76;Облицовка откосов керамической плиткой;м.п.;1130.00;Этап №5;Проемы: Откосы - облицовка;Проемы
5–77;Отделка откосов ПВХ панелями;п.м.;265.00;Этап №5;Проемы: Откосы - облицовка;Проемы
5–78;Отделка откосов сендвич-панелями и монтаж декоративного уголка;п.м.;320.00;Этап №5;Проемы: Откосы - облицовка;Проемы
5–79;Устройство откосов из «панелита»;м.п.;565.00;Этап №5;Проемы: Откосы - облицовка;Проемы
5–73;Монтаж откосов плиточных со швом 45 град.;п.м;580.00;Этап №5;Проемы: Прочее;Проемы
5–100;Затирка настенной плитки;м2;150.00;Этап №5;Стены: плитка;Стены
5–101;Затирка настенной плитки двухкомпонентным составом;м2;245.00;Этап №5;Стены: плитка;Стены
5–102;Кладка плитки на кухне на стены;м2;925.00;Этап №5;Стены: плитка;Стены
5–103;Кладка плитки на стены;м2;925.00;Этап №5;Стены: плитка;Стены
5–104;Монтаж декоративного элемента в полотно из плитки;шт.;175.00;Этап №5;Стены: плитка;Стены
5–105;Монтаж керамической плитки на стены;м2;925.00;Этап №5;Стены: плитка;Стены
5–106;Монтаж плитки на стены с подрезкой швов;м2;925.00;Этап №5;Стены: плитка;Стены
5–107;Монтаж плитки настенной;м2;925.00;Этап №5;Стены: плитка;Стены
5–108;Монтаж плиточного фартука на кухне с подрезкой и затиркой;м2;1575.00;Этап №5;Стены: плитка;Стены
5–109;Монтаж плиточного фартука с затиркой и подрезкой;м2;1575.00;Этап №5;Стены: плитка;Стены
5–110;Монтаж фартука из керамической плитки на кухне;м.п.;1575.00;Этап №5;Стены: плитка;Стены
5–111;Облицовка керамической плиткой стен нестандартного размера (10*10, разноразмерной плиткой, мраморной плиткой);м2;1310.00;Этап №5;Стены: плитка;Стены
5–112;Облицовка короба плиткой;м.п.;705.00;Этап №5;Стены: плитка;Стены
5–113;Облицовка плиткой стен по диагонали;м2;1050.00;Этап №5;Стены: плитка;Стены
5–114;Облицовка плиточными панелями армированными без выравнивание стен;м2;365.00;Этап №5;Стены: плитка;Стены
5–115;Облицовка стен кафельной плиткой;м2;925.00;Этап №5;Стены: плитка;Стены
5–116;Облицовка стен кафельной плиткой одного рисунка 100х100;м2;1310.00;Этап №5;Стены: плитка;Стены
5–117;Облицовка стен кафельной плиткой одного рисунка 200х200;м2;925.00;Этап №5;Стены: плитка;Стены
5–118;Облицовка стен кафельной плиткой одного рисунка 200х300;м2;990.00;Этап №5;Стены: плитка;Стены
5–119;Облицовка стен кафельной плиткой одного рисунка 250х400;м2;1015.00;Этап №5;Стены: плитка;Стены
5–120;Облицовка стен керамическими плитками 1 сорта на цементном растворе с заполнением швов фуговочной смесью, по кирпичу и бетону;м2;925.00;Этап №5;Стены: плитка;Стены
5–121;Облицовка стен керамической плиткой;м2;925.00;Этап №5;Стены: плитка;Стены
5–122;Облицовка стен керамической плиткой одного рисунка и одного размера;м2;925.00;Этап №5;Стены: плитка;Стены
5–123;Облицовка стен керамогранитной плиткой (по ровной поверхности);м2;925.00;Этап №5;Стены: плитка;Стены
5–124;Облицовка стен керамогранитом;м2;925.00;Этап №5;Стены: плитка;Стены
5–125;Облицовка стен керамогранитом крупного формата;м2;1255.00;Этап №5;Стены: плитка;Стены
5–126;Облицовка стен листовой мозаикой;м2;1255.00;Этап №5;Стены: плитка;Стены
5–127;Облицовка стен мелкой плиткой 10×10 или 15×15;м2;1310.00;Этап №5;Стены: плитка;Стены
5–128;Облицовка стен мелкой плиткой 10х10 или 15х15;м2;1310.00;Этап №5;Стены: плитка;Стены
5–129;Облицовка стен мелкой плиткой на подложке (с затиркой);м2;1255.00;Этап №5;Стены: плитка;Стены
5–130;Облицовка стен мелкой плиткой, мозаикой (с затиркой);м2;1255.00;Этап №5;Стены: плитка;Стены
5–131;Облицовка стен модульной мозаикой;м2;1255.00;Этап №5;Стены: плитка;Стены
5–132;Облицовка стен модульной мозаикой (панно);м2;1255.00;Этап №5;Стены: плитка;Стены
5–133;Облицовка стен мозаикой;м2;1960.00;Этап №5;Стены: плитка;Стены
5–134;Облицовка стен мрамором;м2;4085.00;Этап №5;Стены: плитка;Стены
5–135;Облицовка стен наружных керамическими крупноразмерными плитами типа керамогранит на клее из сухих смесей c затиркой швов фуговочной смесью - толщиной слоя 5 мм / смеси для плиточных работ марки B12,5 (M150);м2;925.00;Этап №5;Стены: плитка;Стены
5–136;Облицовка стен плиткой;м2;925.00;Этап №5;Стены: плитка;Стены
5–137;Облицовка стен плиткой (крупноформатный керамогранит);м2;1255.00;Этап №5;Стены: плитка;Стены
5–138;Облицовка стен плиткой под кирпич или камень (на подготовленную поверхность);м2;1860.00;Этап №5;Стены: плитка;Стены
5–139;Облицовка стен плиткой размером 10*10;м2;1310.00;Этап №5;Стены: плитка;Стены
5–140;Облицовка стен плиткой среднего формата (до 45х45) с затиркой;м2;925.00;Этап №5;Стены: плитка;Стены
